,Caption,Comments,Likes,Username,lat,lon,Short Name,Country,tagged_Users
166,""" Fonte de Bênçãos ""

Mural que fiz na comunidade  da Mauro no bairro da Saúde  na zona sul  de São Paulo convidado pelo meu amigo Jota Bandeira.

Já se passaram  quase 23 anos pintandos na ruas de diversas cidades  e regiões, e cada vez mais tenho uma certeza.
 
 A arte é  uma poderosa ferramenta  de transformação e  transmutação de energias. Alegrando  vezes com sutileza, vezes escancaradamente a realidade de todos que vivem ao entorno e por  ali passam.

Sentir toda a receptividade, alegria e gratidão  de todas as pessoas por onde  deixo minha arte é algo realmente  verdadeiro  e gratificante. 

Agradeço  a todos artistas que contribuem  dia a dia colorindo a vidas das pessoas. Passando mensagens  de paz e questionando nossas realidades  dia a dia.
#joaonove 
#digitalorganico 
#digitalorganicostudio 
#digitalinfluencer 
#artforlife 
#contemporarypainting 
#mural
#outdoorwall
#nove 
#painting
#plantingseeds
#doeprareceber
#universoconspira
#facaobem
#leidoretorno
#cosmo
#oxalanocomando
#acordacedodormetarde
#keepcreating
#tropicalurbano
#naturaldigital
#faveladamauro",1,15,digitalorganico,25.787422,-80.13198899999999,1464,United States,no mention
170,My favorite mural down here #streetart #mural  #mykansascity #igkansascity #kcmo #reppinkc #capture_kc #howwedokc #kcphotographer #kansascity,1,3,quentin_van_horn23,39.2408369,-94.2880031,Missouri City,United States,no mention
171,"🌾
.
.
.
#photography #post #photo #photos#trending #viralpost #vibrantshades #travelphotography #travel #igdaily #photoshoot #tbt #keepgoing #keepsupporting #urbanart #udaipur #sweetudaipur #mightyudaipur #wallpaper #likesforlike #like #followforfollowback #likes #me #instagood",1,15,vibrant__.shades,36.89853,-95.92502499999999,112,United States,no mention
173,"#Repost from @suryajati.cv by @quicksave.app
・・・
Console 🌾

☆ welcome to suryajati ☆ 

Thank's for visiting our page 😊
Fast response to DM,
WhatsApp/Call +6281328296961 

email : suryajaticv@yahoo.com
▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎#teakroot 
#concrete #sclupture #burl  #homedecor #spalted #spaltedwood #burldwood  #teakburl  #liveedge  #consoletable #woodworking #castingmaterial #woodtuningmaterial #landscape #knifescalematerials #epoxy #urbanart #beinspired  #wooddesign #dubai #woodcrafts #modernfurniture  #bartable  #suarwood #teakfurniture #france 
▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎▪︎ ♻️ 

                  ▪︎All Right reserved▪︎ #InstaSaveApp #QuickSaveApp",1,5,ubaysaja_,29.9233063,-90.04914819999999,1530,United States,no mention
174,"GD “Cheese Doobs” PIECE 

Spray Paint / KRINK Acrylic Paint Marker / Grog Squeezer 10 fmp 

24” x 48” Canvas

Collab piece with @dayton.stigter 

*SOLD*

#groovy #doobs #smallbusiness #vancouver #streetwear #fashion #clothing #canada #canadiansmallbusiness #vancouverbc #vancouverfashion #style #outfitfitoftheday #canadiafaahion #ootd #art #graffiti #streetart",1,2,groovydoobsofficial,49.26060520000001,-123.2459938,Vancouver,Canada,no mention
178,"The other side of the gallery is the second mural . Here are a few detail shots of both of them. This one's title is ""Chrysanthemum is Difficult to Pronounce"" 
The one in the 3rd slide is ""Peonies are Nature's Jewelry"" . The painting at the end is titled ""Universal Language"" . Enjoy!!! 
#Chrysanthemum #muralart #peonies",1,6,henna_by_kelly_caroline,40.7525907,-73.9349629,39-31,United States,no mention
179,"This is one of my all-time favorite “outtake” moments of reporting.
It all comes back around. 
The work we do can, and does, make a difference — in ways we never expect.

An article and video I put together last year about the revolutionary self-starting Knob Hill Urban Arts District was picked up by Springs Magazine, released today at springsmag.com. @springsmag @rmpbs",1,14,kateyslvls,38.8338816,-104.8213634,Colorado Springs,United States,no mention
180,"You guys remember that process video I was working on? I finally got this babe stretched and it’s also the first piece I finished in this new space, so big feelings today. 💫 

“Hide and seek”, 64x72 acrylic. 
DM for availability.",1,5,darlamcgraw,34.0522342,-118.2436849,Los Angeles,United States,no mention
181,"My heart is like a kite and you’re the wind. If I don’t pull my own heartstrings, I’ll follow your every whim 💙",1,10,gold_echoes,40.0583238,-74.4056612,NJ,United States,no mention
186,#art #artwork #chicagostreetart #pilsen #drawing #sketch #beautiful #color #mural #artist #aztec #warrior #clouds #mountain #detail #artoftheday #explore #inspire #dedication #inspire #portrait #camera #instadaily #chicago #amazing #talent #explorepage #streetstyle #picoftheday #photooftheday #travel,1,6,z.gm.v,41.8781136,-87.6297982,Chicago,United States,no mention
187,Strani incontri  #volgomilano #volgolombardia #ig_milano #milano #milano_photogroup #igersmilano #yallerslombardia #italianstyle33 #travelsitaly #ITALIAUNOSCATTO #vivo_italia #yallersStreet #STREETACTIVITYTEAM #SPiCollective #streetpassion #streets_storytelling #streetphotographers #streetphotographersMagazine #thestreetphotographyhub #streetMobs #streetleaks #urbanart #streetartofficial #contemporaryart #streetphotographyworldwidw #bnwsouls #gf_bnw #Bnw_Greatshots #bnw_lombardia #bnw_fanatics,1,2,max_caloni,45.489622,9.3261186,Pioltello,Italy,no mention
188,"[GRAFITE] O grafiteiro Cranio (Fabio de Oliveira Parnaiba) espalha sua arte pelos muros desde 1998. Hoje em dia, suas obras podem ser vistas não somente em São Paulo, mas em várias cidades mundo afora. 
⠀⠀⠀⠀⠀⠀⠀⠀
Sua marca registrada é a figura de um indígena azul, que aparece em meio à cacofonia das ruas e avenidas. O artista se vale desse personagem para intervir criticamente em temas contemporâneos como identidade, meio ambiente, violência, corrupção política e consumismo. Seus grafites contrariam a narrativa colonialista que recusa a cultura e as tradições dos povos nativos e que apresenta o indígena como alguém isolado do restante da sociedade. A arte de Cranio subverte esses valores ao escolher para protagonista um grupo social historicamente excluído.
⠀⠀⠀⠀⠀⠀⠀⠀
Pichador na adolescência, Cranio mudou de rumo mais tarde. Sobre a diferença entre picho e grafite, explica: “O grafite é uma forma de linguagem mais elaborada. É feita, na maioria das vezes, durante o dia e com autorização”. A maior referência do artista é a zona norte paulistana, onde cresceu. Essa parte da cidade tem destaque na história do grafite por ser um dos primeiros lugares onde a arte urbana apareceu com força, e ainda hoje se mantém viva.
⠀⠀⠀⠀⠀⠀⠀⠀
👉 Fonte das imagens: @cranioartes 
📚 Sugestão de leitura: Maurília Gomes, José Carvalheiro. “Graffiti e crítica social: uma análise discursiva da figura do ‘índio’ na arte de Cranio”. Disponível em: 
http://ojs.labcom-ifp.ubi.pt/index.php/eikon/article/view/692
⠀⠀⠀⠀⠀⠀⠀⠀
#cranio #grafite #graffiti #arteurbana #urbanart #artebrasileira #brazilianart",1,6,bemtevi_historiadaarte,-23.5505199,-46.63330939999999,São Paulo,Brazil,no mention
196,"Its Thursday
Mural in Vigo, Spain
.
.
.
#masterlip #masterlipdesign #masterlipworldwide #travelersjournal #vigospain🇪🇸 #muralart #muralesvigo #vigospain #throwback🔙 #streetart",1,7,masterlipworldwide,42.5750554,-8.1338558,GA,Spain,no mention
201,#hamburg #stpauli #brunnenhofstrasse #tagging #graffiti #graffitihamburg #streetart #streetarthamburg #urbanart #urbanartphotography #urbanphotography #urbanphotographer #urbanphoto #streetartphoto #hamburgfotografiert #hamburgfoto #cityphoto #hamburgstpauli #streetphotography #streetphoto #streetartphotography #streetartphotographer #spraypaint #sprayart #sanktpauli,1,5,hafenhonk,42.3633174,-71.0559772,65,United States,no mention
202,"My brand new original popart titled 
Punkin Playa 
#popart #art #contemporaryart #artist #artwork #painting #illustration #streetart #modernart #digitalart #drawing #instaart #pop #artgallery #abstractart #artistsoninstagram #design #arte #artoftheday #urbanart #fineart #s #popartstyle #graffiti #popculture #love #popartist #artcollector #portrait #artadvisor",1,8,smithcashmusic,42.8710697,-77.8856212,York,United States,no mention
208,Placed upon the horizon #artofimage,1,9,supernova.artofimage,49.26060520000001,-123.2459938,Vancouver,Canada,no mention
210,"Mais um mural nesse feed 🙆🏼‍♀️ O de hoje retrata a cidade de São Paulo antiga e faz parte do projeto Muros da Memória 😍

Passa pro lado para vê-lo inteiro ➡️
.
.
🎨 Painel: SP Antiga - Muros da Memória
.
👨🏻‍🎨 @kobrastreetart
.
📍 Avenida Morumbi, 6400 - São Paulo- SP 🇧🇷
.
.
#kobra #kobragraffiti #kobrastreetart #grafite #graffiti #graffitilovers #painel #mural #sp #011 #saopaulo #sampalovers #sampa #art #streetart #color #colorful #pic #photo #photography #wanderlust #awesome #amazing #happiness #onmyway #wall",1,5,aline_marie,-23.5505199,-46.63330939999999,São Paulo,Brazil,no mention
211,"The special edition of Observica magazine for 2020 has been released officially now.

Order Now

In this issue, we have impressive critiques, interviews and presentations of brilliant international artists, who kept on spreading hope by creating art during the lockdown, including Charlotte Cornish, Aomi Kikuchi, Robert Concienne, Earl Rina, Arati Reddy-Devlin, Gustavs Filipsons, Jae Young Park and many more.

Please find the online version of the magazine at:
observica.com/se2020

The print magazine is available for print-on-demand via a third-party website.
Order your print version

We appreciate the presence and assistance of all artists and art businesses that partnered with us for this valuable issue.

Enjoy watching and reading!

#shibuta #contemporarydancer  #contemporaryart #cafe #artgallery  #violin  #popart  #painting 
#stainwayandsons #現代美術 #jazz  #渋田薫  #textiledesign  #アート #ロンドン #cosmetics #watercolors #blue  #ブルー #アーティスト  #mural  #pianoconcerto  #fashioneditor  #artcurator #saatchiart  #vividcolors #swing #contemporaryartmuseum #happy",1,1,shibuta_arts,43.653226,-79.3831843,Toronto,Canada,no mention
213,"a furnace of colour  with gradients of colour, shadows and highlights skilfully executed. 👌👌👌 to @brittanykilsby @claire.clarity it’s magnificent 👏👏👏 i#commercialart #commercialartist #commercialartists #red #shadesofred #execution #factorywall #wallart #urbanart #industrialart #commercialphotography #streetphotography #mural #muralart #melbourne #yarraville #burncity 👏👏👏 @santospiritoflowers",1,3,bcon_streetart,28.8052674,-97.0035982,Victoria,United States,no mention
215,"Urban Art vol.5268 (Paris-75013).
Artiste : AKELO
Insta : @akelo.art @lelavomatik
📷 By Francis Tanneur ©️
____________________________________________________
#akelo #akeloart #parisstreetart #instaart #instagraffiti #streetartlovers #streetarteverywhere #streetart #streetartparis  #streetartphotography #streetartistry  #streetartist #streetartglobe #streetartaddict #artlovers #arturbain #graffiti #graffitiparis #graffitiporn #graffitiart #muralart #urbanart  #sprayart #spraypaint #wallpainting #wallart #francistanneur #lelavomatik",1,3,francistanneur,46.227638,2.213749,FR,France,no mention
217,"El tiempo no para
.
.
.
#SHAMAN  #Stickers #StreetArt #ArteCallejero #SiempreFirme #StickerPorn #StreetArtChilango #ShamanArteUrbano #StreetArtMéxico #💀 #ArteUrbano #ArteUrbanoCDMX #StreetArtCDMX #Etiquetas #PulchraMortem #StickerBomb #StickerArt #MexicoUrbano #UrbanaCDMX #InstaSticker #ArteMexicano #StickersCDMX #BanditaChilanga #Streetlife #StreetPhotography #UrbanArt #ArtWork #StreetArtEveryWhere #StickerSlap #StreetStickers",1,8,shaman1494,31.6903638,-106.4245478,Cd. Juarez,Mexico,no mention
218,"Belle après midi toulousaine 😎😷☀️🌸

#fleurs #saintsernin #toulouse #centreville #beautemps #balade #streetstyle #streetart #tags #couple #architecture #goodday #masque #tourism",1,2,ea.serendipity,46.227638,2.213749,FR,France,no mention
220,"Urban Art vol.5270 (Paris-75013).
Artiste : AKELO
Insta : @akelo.art @lelavomatik
📷 By Francis Tanneur ©️
____________________________________________________
#akelo #akeloart #parisstreetart #instaart #instagraffiti #streetartlovers #streetarteverywhere #streetart #streetartparis  #streetartphotography #streetartistry  #streetartist #streetartglobe #streetartaddict #artlovers #arturbain #graffiti #graffitiparis #graffitiporn #graffitiart #muralart #urbanart  #sprayart #spraypaint #wallpainting #wallart #francistanneur #lelavomatik",1,3,francistanneur,46.227638,2.213749,FR,France,no mention
221,"a furnace of colour  with gradients of colour, shadows and highlights skilfully executed. 👌👌👌 to @brittanykilsby @claire.clarity it’s magnificent 👏👏👏 i#commercialart #commercialartist #commercialartists #red #shadesofred #execution #factorywall #wallart #urbanart #industrialart #commercialphotography #streetphotography #mural #muralart #melbourne #yarraville #burncity 👏👏👏 @santospiritoflowers",1,3,bcon_streetart,28.8052674,-97.0035982,Victoria,United States,no mention
222,"On our way to Kansas, we stayed overnight in Ft. Smith. I've never visited this small town in Western Arkansas before, had so had some exploring to do before departing.
Unfortunately, the city like so many other small cities in the United States has economic challenges. It appeared that one out of every four buildings in downtown were vacant. 
However officials are making the best of it by spicing up city center with vibrant murals and a very cute little hop on/hop off streetcar shown in these photos. These were delightful surprises to behold. There is also an art gallery and music pub in town.

#arkansas #visitarkansas #urbanphotography #cityscape #ftsmitharkansas #ftsmithchamber #muralart #streetcars #wanderlust #travelingourplanet #travelandlife #neverstopexploring #getoutdoors #adventuretravel #adventure #thevisualcollective #visualambassadors #yourshotphotographer #ourplanetdaily #exploretocreate #yourshotphotographer #natgeoyourshot",1,4,stephen_erics_snaps,35.3562486,-94.3945825,Suite 4,United States,no mention
223,Mr. pollution #boy#girl #streetart#barcelona#bcn#sprayart#graffiti#graffitiart#graffitistretart#streetartbcn#streetartist#urbanart#mural#freeart streetart#mom#sprayartist#abstractart#modernart#arteurbano#muralart#instagram#instagrameers#urbanstreet#streetwall#nature#graffitieverywhere#artforfree,1,12,montse.moleon,40.46366700000001,-3.74922,ES,Spain,no mention
225,#D10S #diegomaradona #streetart #street #streetphotography #sprayart #urban #urbanart #urbanwalls #wall #wallporn #graffitiigers #stencilart #art #graffiti #instagraffiti #instagood #artwork #mural #graffitiporn #photooftheday #stencil #streetartistry #stickerart #pasteup #instagraff #instagrafite #streetarteverywhere,0,3,torresdaniel08,41.9930686,-87.7120513,6112,United States,no mention
226,Gorgeous mosaic #mural of #marilynmonroe at my local gym @3ttrening #muralsofinstagram,0,0,travelingmurals,60.47202399999999,8.468945999999999,NO,Norway,no mention
227,"Leeds 2021
#graffiti #streetart #graffitiart #urbanart #graff #graffitiporn #streetarteverywhere #mural #instagraffiti #sprayart #spraypaint #instagraff #urbanwalls #streetartistry #wall #graffitiigers #wallart #stencil #wallporn #instagrafite #bombing #tv_streetart #stencilart #stickerart #grafflife #rsa_graffiti #streetartphotography #graffitiartist #graffporn #spray",0,6,reflex_of_the_puma,52.3555177,-1.1743197,England,United Kingdom,no mention
230,"MY CALIBRATION ON WALL.

I am many things ....in summary, A believe in the Lord Jesus Christ/ a visual artist.

 I am 'D MURALIST'.

I created this art upon the walls of Crown hotel/hexagon night club in Benin city, Edo State, Nigeria.

Should you care for my services, I'm open to commissions... anytime, just a DM would do!

Do have a lovely Easter Celebration.

#painting #mural #muralart #muralartist #artistsoninstagram #art #muralister #wallpainting #visualart #visualartist #portraitartist #fabricpainter #fabricdesigner #crownhotel #crownartgallery.",0,0,et_akinsart,6.303386,5.624006000000001,Benin City,Nigeria,no mention
231,#mural #paint #art #color #artist #urbanart #cactus,0,2,soka.art,-34.6036844,-58.3815591,CABA,Argentina,no mention
232,"Painting a mural in my room while watching documentaries about the NYC graffiti culture of the 80s. JakeZeeman on YouTube has made some really informative and cohesive documentaries/artist bios, highly recommend if you’re looking for a way to spend some of your long weekend! 😄 #mural #justforfun #wip #painting #painter #muralart #muralsofinstagram #muralpainting #wipmural #expressionism",0,4,paieropaints,51.253775,-85.323214,ON,Canada,no mention
233,"Parfois il suffit d'un rien et tous et dit.

#moi #nous #toi #streetstyle #urbanstyle #urbanart #urbanphotography #photography #graffiti #portraitphotography #amour #partage #don #boys #meditation #harmonie #sagesse #amitié #huawei30prophotography",0,2,pacophotos1966,46.2043907,6.1431577,Geneva,Switzerland,no mention
235,#filmphotography #iphoneography  #hipstamatic #hipstamaticmagic #blackandwhite #iphonephotography #streetphotography #streetart #street  #sprayart #urban #urbanart #urbanwalls #graffitiigers #stencilart #art #graffiti #instagraffiti #instagood #artwork #mural #graffitiporn #photooftheday #stencil #streetartistry #stickerart #pasteup #instagraff #instagrafite #streetarteverywhere,0,0,papata.ng,31.238101,121.484628,East Nanjing Road station,China,no mention
236,"Finally found this one by @johnnycrap 🔥🔥🔥 #total_urbanart #total_grafitti #graffiti #graffitiworld #graffitiphotography #graffiti_n_wallart #muralart #mural #publicart #streetart #spraycanart #streetarteverywhere #streetartofficial #streetartchat #streetartaddicted #streetartandgraffiti #streetartphotography #urbanart #urbanphotography #streetartmontreal #igersmontreal #montreal #mtlphoto #montrealstreetart #montrsedalstreetphotogragphy
#total_urbanart_marcm514",0,3,marcm514,45.5071024,-73.5874071,Mount Royal,Canada,no mention
237,"[wip] Rénovation de peintures décoratives naturalistes sur les boiseries d’un salon du XVIIIe siècle.
.
Les décorations à l’origine ont quasiment disparu avec le temps, quelques touches de peintures suggéraient des formes et volutes qui m’ont servi de base de travail.
.
Première étape d’un long projet qui s’étalera sur l’année. Une bonne phase de recherches a été nécessaire pour s’approcher de l’esprit de l’époque et ensuite me permettre repartir de zéro pour les remettre à neuf.
.
Ici je ne fais que les panneaux décoratifs, le client a le courage de s’occuper lui même du reste des boiseries ! 💪
.
#peinture #renovation #painting #muralart #muralpainting #mural #muralartist #fresquemurale #painter #decoration",0,10,julien_lachaize,46.227638,2.213749,FR,France,no mention
238,"🎨🧱 Expo (f)utile dans les rues de La Montagne (près de #nantes) où une dizaine artistes est venue coller son #streetart 
➡️ @f.utile.s
¶
🔀 la 1ère session a eu lieu le week-end du 20-21 mars ---> cf. mes publications du 27/03
🔀 la 2è session a eu lieu dimanche dernier (28/03) ---> cf. mes publications de ce soir
¶
¶
Ici, l'artiste est 👨🏻‍🎨 @sebbouchard
¶
¶
📷 by me : avec smartphone
🗓️ cet après-midi, 2 avril 2021
🧭 La Montagne (44620)
¶
¶
#igers44
#nantesart
#igersnantes
#streetartnantes
#igersnantes_streetart
¶
¶
#urbanart
#muralart
#urbanwalls
#tv_streetart
#igersstreetart
#urbanstreetart
#streetartshots
#streetartcities
#streetartlovers
#globalstreetart
#streetarthunter
#isupportstreetart
#streetartaddicted
#streetarteverywhere
#streetartphotography
#streetartphotographer
#street_art_community
#urbanvibescommunity
¶
¶",0,1,a.f.from.l.a,47.1904899,-1.685192,La Montagne,France,no mention
239,"What happens when you pray 🙏🏽 Spotted in Brooklyn.

#urbanart #arteurbano #streetart #streetartnyc #streetart_daily #streetartofficial #streetarteverywhere #streetartchat #nyc #brooklyn #nycstreetart #streetartchat #brooklynstreetart #bkstreetart #ny #nycwalls #nycmurals #bkwalls #bkmurals #tagtheartist",0,4,hadyontheweb,40.7127753,-74.0059728,New York,United States,no mention
240,"EXPO CLANDESTINE 

Les urinoirs apparaissent bel et bien comme les derniers refuges d’une liberté que la surveillance policière réduit à néant.

3 lieux:
Rue de Genève
Av. Victor-Ruffy
Ch. des Plaines-du-Loup

#streetart #urbanart #guerrillaart #sprayart #urbanhacking #art #politicalart #artderue #urbanhacking #streethacking #wallart #urbanart #streetphotography #photography #pochoir #fuckart #conventioncollectiveconceptuelledelespaceurbain #ccceu #papierpeint #wallpapper #collage #lausanne #pattern",0,3,dcxii.inc,46.818188,8.227511999999999,CH,Switzerland,no mention
244,"details ~ the city 
Arte feita com @poscaoficial 
•
•
•
•
•
•
•
•
#nuance #tintaacrilica #artenaparede #desenhonaparede #muralart #arteurbana #artebrasileira #artebrasil #muralismo #muralpainting #walldrawing",0,3,solar.tt,-23.4305731,-46.473043,GRU Airport,Brazil,no mention
248,#torino #torinostreetart #streetart #posterart #poster #parcodelvalentino #parcovalentino #graffitistyle #graffiti #urbanart #urban #urbanphotography #murals #mural #muralart #art #arte #artist #streetphotography #streetartist #aroundthecity #turin #italy #colors #insect #animals,0,4,and.amis,41.87194,12.56738,IT,Italy,no mention
249,"""Panggung Hiburan""
Wes rampung. Semoga pesannya tersampaikan 🙏

#mural #muralindonesia #pemilu #walikota #samarinda #kpu #wayang #indonesiabertauhid #indonesiatanpapacaran #indonesiangirl #surealism #surealismart #moneypolitic #politik #transparan #sketchless",0,4,sketchless.id,-0.5016166,117.1264753,Samarinda City,Indonesia,no mention
251,"Últimas fotos desse ensaio maravilhoso 🥺
Só tenho a agradecer pela preferência ❤️

•
•
•
•
•
•
•
•
#fotografia #fotos #fotografiafeminina #ensaiofotografico #ensaiofeminino #ensaioexterno #ensaiourbano #ensaioexternofeminino #lojaderoupas #ensaiodemoda #fotógrafa #fotografainiciante #ensaiodemoda #ensaiomasculino #ensaiofotograficomasculino #estaçãoférreasantamaria #garesantamaria #urbanart  #feedorganizado",0,0,miires_fotografias,-29.687634,-53.8129003,Santa Maria,Brazil,no mention
252,".
h a l l o •

#hallo #location #løkken #streetart #muralart #stencilart #noir #nordicliving #nordiclight #noiretblanc #nordic #fujifilm #xpro3 #23mm #portrait #portraitphotography #streetphotography 
#sublimestreet 

X-Pro3 • 23mm f2.0 •",0,5,frede_photography,57.371276,9.706815899999999,18,Denmark,no mention
253,“The ability to draw on ideas from diverse sources makes an individual or culture stronger.” Rick Friedman  Anyone know something about this mural? Leave info in the comments. #wallsofjustice #oaklandcalifornia #streetart #streetartist #muralart #reform #onepeople #blm #racialequality #civilrights #racialjustice #muralartist,0,1,walls_of_justice,35.125801,-117.9859038,California City,United States,no mention
257,"Bir kokteyl ? 🍹

-

-

- #duvardekorasyonu #muralart #duvarsanatı #içmimar #mural #art #caffe #sanat #akrilikboya",0,13,duvarrsanati,41.0382864,28.9703304,Beyoğlu,Turkey,no mention
258,MURAL ART.  PAREDES CON CARÁCTER /  WALLS WITH CHARACTER.  #mural #murartist #art #artistsoninstagram #housesofinstagram #decoracioninteriores #interiorismo #interiordesign #professional #muralesmexicanos #muralistas #sanmigueldeallende #méxico,0,0,safsinteriordesign,20.9133462,-100.7437509,S/N,Mexico,no mention
260,"Artist: #Zinnober 
Location: #rüttenscheid #essen #germany 2009

#zinnobergraff #streetart #urbanart #arteurbano #arturbain #graffitiart #graffiti #muralart #spraypaint #sprayart #streetartessen #essenstreetart #streetartgermany #germanystreetart #street_a_tag",0,0,street_a_tag,51.4296308,7.0039007,Rüttenscheid,Germany,no mention
264,"Urban Painting
.
.
.
#special #photography #pictures #foto #especial #artist #artistic #world #photoshoot #sprayart #photograph #photography #painting #paint #night #light #day #urban #art #urbanart #streetart #urbanpainting #bridge #original #unique #graffiti #wall #graffitilife #wallpaper #streertart #mural",0,1,j_artbd,39.6952629,3.0175712,Majorca,Spain,no mention
266,"#londoncity 
@nathanbowenart 

#eastlondonmottey
#eastlondon #london #bricklanestreetart #urbanart #streetart #graffiti #shoreditchstreetart #urbanart #urbanphotography #positivevibes #positiveart #shortwalks #supportlocal #becauseimalondoner #streetphotography #streetart #insta #londonart #instaphotography #poster #posterart #shotoniphone",0,0,wakyraky,51.55633,0.0655092,East London,United Kingdom,no mention
268,Wall By 👉@mirages.studio #streetartparis #art #streetart  #streetartist  #streetartlovers  #urbanart  #wallart  #muralart  #collageart  #artwork  #contemporaryart  #colorful #graffiti  #graffitiart  #spraypaint  #spray  #sprayart  #streetartofficial  #color #streetartphotography #cityart #beautiful  #awesome  #streetartworldwide #streetarteverywhere  #picture  #streetartistry  #painting  #amazing #majestea79og #streetartphotography,0,1,mjtstreetart,48.82719119999999,2.3490795,Butte-aux-Cailles,France,no mention
270,"“Lost and Found” by @shok_1 

Shock-1 is the pioneer of the aerosol X-ray style (this piece is around 2 years old).

.

Shock-1 es el pionero del estilo de rayos X en aerosol (esta pieza tiene alrededor de 2 años).
.
.
.
#shok_1 #shok_1artist #xray #detuarteamiarte  #streetart  #graffiti  #urbanart  #graffitiart  #streetarteverywhere  #mural  #instagraffiti  #graffitiporn  #sprayart  #streetartistry  #graff  #urbanwalls  #spraypaint",0,5,javierflowers,51.5220098,-0.07170499999999999,Brick Ln,United Kingdom,no mention
271,"What if i can do it? by unknown artist at @stadtstrandduesseldorf in #duesseldorf

#streetart #sprayarts #urbanart #mural #muralart #murales #ruralart #streetartwork #streetphotography #graffiti #graffitiart #graffitis #grafity #streetart_official #streetartistry #urbanartchannel #urbanpaint #urbanwalls #spraypaintart #streetart_addiction #streetart_daily #streetarteverywhere #amazinggraffiti #urbangraff #globalstreetart #feelthecity #muralismo",0,0,hermansr216,47.5515882,7.952851899999999,Rheinpromenade,Switzerland,no mention
273,"Holbox💛

#2021 #mexicanarchitecture #mexicanstyle #mexico🇲🇽 #isla #holboxisland #holbox #calle #streetart #mural #muralart",0,1,lsiyana,21.5308421,-87.2866995,Isla Holbox,Mexico,no mention
275,"Artist: @stormiemills 

#graff #spraypaintart #streetart #streetartcities #streetart_daily #streetartphoto #streetartnews #beststreetartoftheworld #streetartphotography #muralsdaily #streetartofficial #streetartporn #total_urbanart #graffitiart  #instagraff  #mural #graffiti_of_our_world #wallart #globalstreetart #laneways #streetart_and_co #thestreetarthunters #skull #skullart #perthstreetart  #perthart #perthgraffiti #leederville",0,9,street_art_australia_,-27.6728168,121.6283098,WA,Australia,no mention
276,"Another damn fine piece from @theoriginalnerveonedbmobb with the drip
.
Painted at the #avenuepaintbar
.
.
#nerve #nervegraffiti #tf #dbmobb #avenuepvd #tac #theavenueconcept #montana #montanagold #spraypaint #graffiti #mural #publicart #streetart #art #graffitieverywhere #graffitiart #providence #rhodeisland #rhodeislandgraffiti #pvd #providencegraffiti #graffitiporn #ilovegraffiti #graffart #bombingscience #stylewriter #spraydaily #letterscience",0,5,avenuepaintbar,41.814195,-71.418795,304,United States,no mention
277,"🔱COUNT IT ALL J🌀Y

🔱CUENTA TOD🌀 ALEGRÍA 

👩🏽‍🎨 : @lakwena 

📍 : @rowdtla 

#Lakwena #LakwenaMaciver #RowDTLA #Vibes #Friday  #StreetArt #StreetArtLA #WallArt #Painting #UrbanArt #Mural #LosAngeles #California #USA #DTLA #MyDayInLA #LAStory #CityOfAngels #CityOfStars #Angeleno #LocalLove #LAmurals #MuralsOfLA #carlosjr84murals",0,1,carlosjr84,34.040713,-118.2467693,Downtown Los Angeles,United States,no mention
286,Œuvre de @lesmurs_ont_des_oreilles • 👂🏻🖤• #lesmursontdesoreilles #oreille #ear #blackwall #collage #pasteup #blackandwhite #street #streetart #streetarteverywhere #streetartparis #parisstreetart #streetartphoto #streetartphotography #artderue #arturbain #urbanart #kiffetaculture #streetartist #instaart #streetgram #parismaville,0,1,kiffetaculture,46.227638,2.213749,FR,France,no mention
290,"When you're #painting gay #frogs, whilst watching #theylive... Then my brain did something weird and now I have these frogs too!
.
#Obey, #consume, no thoughts, conform! It was an interesting watch, and I can really see how the film has influenced popular culture. These #stickers will be posted in the streets of Manchester once I'm set free. 
.
.
.
.
#graffiti #urbanart #streetart #posca #paintmarkers #poscapens #illustration #illustrationartists #illustration_art #frog #froggo #alien #subliminalmessages #nada #graffitiart #stickerbomb #froglove #frogstagram",0,2,karla_chan_art,55.378051,-3.435973,GB,United Kingdom,no mention
292,"#Ghent update on #StreetArtCities : @welinoo for Denmark is in the city. And here is his latest creation, inspired by his temporary home town.
Created with crowdfunding support through @stadgent and help by @wallin_9000
.
#Gent #streetartgent #urbanart #streetart #graffitiart #artinthestreets #graffiti #streetartbelgium #visitgent #muralart #streetartlovers #sorrynotsorryghent #graffitiart_daily #streetarteverywhere #ilovestreetart #igersstreetart #gentje #instagent #jj_urbanart #streetartphotographer #muralpainting #muralpainting #avoidgraffiti #Avoid #LobsterRobin
@streetartcities",0,10,ferdinandfeys,51.0467777,3.7552616,Gentbruggebrug,Belgium,no mention
