,Caption,Comments,Likes,URL,Object_Num,Label_0,Label_1,Label_2,Engagement,lat,lon,Short Name,Country,tagged_users
581,"@banksy wall in London, United Kingdom 🇬🇧 (2011)
•
#banksy #urbanart #streetart #painting #streetartofficial #contemporaryart #london #uk",25.0,5072.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47586450_1943011715776536_2151435151056306176_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=82lWa_ZC1WYAX9nCj4t&ccb=7-4&oh=e2aaaa2645eb8bcadec56f485a4d1226&oe=608B04B3&_nc_sid=30a2ef&ig_cache_key=MTk0OTI3NjQwODM3OTcwMTMyMA%3D%3D.2-ccb7-4,3.0,Building, Window, Grey,126800.0,51.50341496141157,-0.12385413928939708,London,United Kingdom,@kobrastreetart
582,"@felipepantone wall in Bobadela, Portugal 🇵🇹(2018)
•
#felipepantone #urbanart #streetart #painting #streetartofficial #contemporaryart #bobadela #portugal",19.0,3333.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/49742820_336896207038787_1319411011278602240_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HFgm2jtK7yQAX9CinFo&ccb=7-4&oh=c307cc963e1eaab178aa2f90babe4cb3&oe=608C07B8&_nc_sid=30a2ef&ig_cache_key=MTk0ODUyMDc1NzI5NDU3MTM1MQ%3D%3D.2-ccb7-4,0.0,Building, Sky, Daytime,63327.0,38.8103737,-9.0994599,Bobadela,Portugal,@1010zzz
583,"@b0rdalo_ii installation in Lisbon, Portugal 🇵🇹(2018)
•
#bordaloii #urbanart #streetart #painting #streetartofficial #contemporaryart #lisboa #portugal",37.0,4484.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/50041796_522280168268254_6027076053984346112_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=dhkNWIcc90IAX_fc0yA&ccb=7-4&oh=6d3fbf60ccb289bf92ada89513f70928&oe=608BFC6E&_nc_sid=30a2ef&ig_cache_key=MTk0NzgxOTY2Njk3NDI4NjQ0Mg%3D%3D.2-ccb7-4,5.0,Window, Waste container, Red,165908.0,38.71384033355475,-9.148331890358383,Lisbon,Portugal,@insane51
584,"@seth_globepainter wall in Shanghai, China 🇨🇳(2018)
•
#sethglobepainter #urbanart #streetart #painting #streetartofficial #contemporaryart #shanghai #china",66.0,10810.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47585788_348750729045050_912466785582710784_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=LCymPUc6jZcAX-ygqUx&ccb=7-4&oh=d5eea9b9dc18d1373aceed88c82be63a&oe=6089C0CD&_nc_sid=30a2ef&ig_cache_key=MTk0NzQwNjY4NDMzNTE4OTIzNw%3D%3D.2-ccb7-4,2.0,Building, Infrastructure, Neighbourhood,713460.0,31.23677703324028,121.4756847078683,Shanghai,China,@muretz
585,"@gindtraphael wall in Strassen, Luxembourg 🇱🇺(2018)
•
#gindtraphael #urbanart #streetart #painting #streetartofficial #contemporaryart #strassen #luxembourg",22.0,3052.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46618862_220024872270099_9010256605735813120_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=481kkt6gGs4AX-1uvRM&ccb=7-4&oh=be171b7a8974669b423159fec3aaae56&oe=6089C81D&_nc_sid=30a2ef&ig_cache_key=MTk0NzExMjA0NDgwNTY5OTM5OQ%3D%3D.2-ccb7-4,1.0,Blue, Azure, World,67144.0,49.620411700000005,6.0698003,229,Luxembourg,@daniel.eime
586,"@mur0ne wall in Canary Islands, Spain 🇪🇸(2018)
•
#murone #urbanart #streetart #painting #streetartofficial #contemporaryart #canaryislands #spain",23.0,2136.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47254676_306926606691529_5208807912771682304_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ZEekDgSDvA4AX_Ar6Os&ccb=7-4&oh=db401f8a24dfb843df1c1e10723f20eb&oe=6088D3B3&_nc_sid=30a2ef&ig_cache_key=MTk0NjcyNzcyMDk5ODUwODg3NQ%3D%3D.2-ccb7-4,1.0,Water, Plant, Sports equipment,49128.0,28.29932952124897,-16.6390983919352,CN,Spain,@banksy
587,"@astro_odv_cbs wall in Paris, France 🇫🇷(2018)
•
#astroodvcbs #urbanart #streetart #painting #streetartofficial #contemporaryart #paris #france",7.0,2456.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47692848_2211303029084087_9166786323766312960_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=hzkeH9i3x3UAX9Lfk0E&ccb=7-4&oh=6576845b77521e89dbe65b1b6843e752&oe=608C66B4&_nc_sid=30a2ef&ig_cache_key=MTk0NjM3OTM0MjI3NjE0NDk4Mw%3D%3D.2-ccb7-4,0.0,Rectangle, Wood, Textile,17192.0,48.86502006067655,2.3594107665762936,Paris,France,@felipepantone
588,"@nilsrva wall in Richmond,  Virginia, USA 🇺🇸(2018)
•
#nilsrva #urbanart #streetart #painting #streetartofficial #contemporaryart #richmond #virginia",29.0,6135.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47367387_269221677090927_5104967148426493952_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=ja0FhKLGjEwAX8Um_AL&ccb=7-4&oh=2efb61ca9413a445da492d3d4a4109bc&oe=608964AA&_nc_sid=30a2ef&ig_cache_key=MTk0NTk5MDI2MDcyNzQyMTIyMw%3D%3D.2-ccb7-4,3.0,Daytime, Building, Architecture,177915.0,37.52341532826214,-77.45498517772882,Wall St,United States,@b0rdalo_ii
589,"@segoobval wall in Mexico City, Mexico 🇲🇽(2018)
•
#segoobval #urbanart #streetart #painting #streetartofficial #contemporaryart #mexicocity #mexico",8.0,2103.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47582680_1108771839298944_9206646966052716544_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=IT2NlQr5wzUAX8gpWNP&ccb=7-4&oh=49dfff41b793e0273901b3a8b7654213&oe=608A6D33&_nc_sid=30a2ef&ig_cache_key=MTk0NTgzNDk2OTk2ODc5NjAyNQ%3D%3D.2-ccb7-4,1.0,Mythical creature, Painting, Paint,16824.0,19.43780938862267,-99.1274888572643,México D.F.,Mexico,@seth_globepainter
590,"@remed_art wall in Sardinia, Italy 🇮🇹(2018)
•
#remedart #urbanart #streetart #painting #streetartofficial #contemporaryart #sardinia #italy",7.0,1650.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47423312_2219292921645976_6187432703839698944_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=kXp66s9iwtYAX9hENY6&ccb=7-4&oh=ca16fe267bf5bcadba9906d2fd0e9c1b&oe=608A8FF4&_nc_sid=86f79a,0.0,Sky, Cloud, Building,11550.0,40.118623108504615,9.015977488555247,Sardinia,Italy,@gindtraphael
591,"@mr.super_a wall in Berlin, Germany 🇩🇪(2018)
•
#mrsupera #urbanart #streetart #painting #streetartofficial #contemporaryart #berlin #germany",10.0,2696.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47509750_495943030813418_652855876763254784_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=fCJuxUvvpEUAX8Y_ajc&ccb=7-4&oh=3a84b5a86b1daa79a9c3d00255ed08a0&oe=608A3A1A&_nc_sid=30a2ef&ig_cache_key=MTk0NTIyMzYyMTk4MzQ3OTU2Ng%3D%3D.2-ccb7-4,1.0,Building, Window, Sky,26960.0,52.5126868568229,13.395389440755205,Berlin,Germany,@mur0ne
592,"@falko1graffiti wall in Capetown, South Africa 🇿🇦 (2018)
•
#falko1graffiti #urbanart #streetart #painting #streetartofficial #contemporaryart #capetown #southafrica",54.0,9511.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47012547_1206981692798126_4114106506633281536_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Qv0uBgkCKkEAX9nNX6b&ccb=7-4&oh=6ea04ed2f492aff35f333b2b2ddfa9a5&oe=608A9D13&_nc_sid=30a2ef&ig_cache_key=MTk0NDg3NDA2MDk5NTY0ODA4Mg%3D%3D.2-ccb7-4,1.0,Sky, Plant, Tree,513594.0,-33.9248685,18.424055300000003,Cape Town,South Africa,@astro_odv_cbs
593,"@hensethename wall in Ragusa, Italy 🇮🇹 (2018)
•
#hensethename #urbanart #streetart #painting #streetartofficial #contemporaryart #ragusa #italy",18.0,2628.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47011242_1019827121548342_93551259654553600_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=E8nbxzAbtigAX94E8ST&ccb=7-4&oh=dc50811c4ba80eca6def1b6d47210e9e&oe=608B7928&_nc_sid=30a2ef&ig_cache_key=MTk0MTI1OTcwMjgyMjYwOTE2Mw%3D%3D.2-ccb7-4,1.0,Rectangle, Art, Paint,47304.0,36.92249079211211,14.728227910098436,Ragusa,Italy,@nilsrva
594,"@banksy wall in Wales, United Kingdom 🇬🇧 (2018)
•
#banksy #urbanart #streetart #painting #streetartofficial #contemporaryart #wales #uk",91.0,13969.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46707256_793259247673080_4826736250708819968_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=PbxuD0ce01cAX-Avk-Y&ccb=7-4&oh=c804f58d6cbd999309e1bcb2fa533bf1&oe=608AA0BF&_nc_sid=30a2ef&ig_cache_key=MTk0MDg3NDg4MzQzMzI2Njc1Mw%3D%3D.2-ccb7-4,1.0,Brickwork, Brick, Wall,1271179.0,52.1306607,-3.7837117,Wales,United Kingdom,@segoobval
595,"@ernestzacharevic wall in Dubai, United Arab Emirates 🇦🇪
•
#ernestzacharevic #urbanart #streetart #painting #streetartofficial #contemporaryart #dubai #uae",22.0,4856.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46631364_607764392990789_5893232353211318272_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=tpQqVrpBFV4AX_e21pj&ccb=7-4&oh=34abd39cc9d71c8fbb6f1de233b51498&oe=6089DE64&_nc_sid=30a2ef&ig_cache_key=MTk0MDYzOTg5OTA0NDkwNDA5Mg%3D%3D.2-ccb7-4,7.0,Bicycle, Wheel, Tire,106832.0,25.20263044522757,55.27438940760243,Dubai,United Arab Emirates,@remed_art
596,"@tombobnyc wall in Rochester, Massachusetts, USA 🇺🇸(2018)
•
#tombobnyc #urbanart #streetart #painting #streetartofficial #contemporaryart #rochester #masachussetts",14.0,3897.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46739914_217771835792508_1026266101618573312_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=lB02On7SKzYAX9KpSss&ccb=7-4&oh=f30ff29ac92f1d1bbf05cd174d205ee9&oe=6088D100&_nc_sid=30a2ef&ig_cache_key=MTk0MDI5NzkwMjgxMTU1MjkwOA%3D%3D.2-ccb7-4,3.0,Window, Brickwork, Wood,54558.0,41.7549658,-70.84526770000001,Rochester,United States,@mr.super_a
597,"@pichiavo wall in Heerlen, The Netherlands 🇳🇱(2018)
•
#pichiavo #urbanart #streetart #painting #streetartofficial #contemporaryart #heerlen #netherlands",16.0,2948.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47690443_2172693349454112_5673982463253151744_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=9c7nlOVb2KoAX_DXdBB&ccb=7-4&oh=83ae75cb44f4b047e39604e0266e3219&oe=6089CFA1&_nc_sid=30a2ef&ig_cache_key=MTk0MDAyODE3NjEzMDc3NDkwNw%3D%3D.2-ccb7-4,3.0,Photograph, Building, Infrastructure,47168.0,50.898117600000006,5.9491644,82,Netherlands,@falko1graffiti
598,"@mantrarea wall in Ambato, Ecuador 🇪🇨 (2016)
•
#mantrarea #urbanart #streetart #painting #streetartofficial #contemporaryart #ambato #ecuador",29.0,4209.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46716549_1959986517421344_6136179570606342144_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=CXurxwSKr74AX-3kCg9&ccb=7-4&oh=e1615353b7f33f3b88b3911c875fa293&oe=6089441E&_nc_sid=30a2ef&ig_cache_key=MTkzOTUzNzM2ODM5OTAzMDY5Nw%3D%3D.2-ccb7-4,3.0,Sky, Building, Window,122061.0,-1.2543408,-78.62285039999998,Ambato,Ecuador,@hensethename
599,"@fintan_magee & @guidovanhelten wall in Tehran, Iran 🇮🇷(2018)
•
#fintanmagee #guidovanhelten #urbanart #streetart #painting #streetartofficial #contemporaryart #tehran #iran",17.0,2364.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47053933_341191583132397_4730188465386291200_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=MYxamBENfu0AX8Qex0y&ccb=7-4&oh=3e0f731254414cdac80b7d042a0e251f&oe=608AF8CE&_nc_sid=30a2ef&ig_cache_key=MTkzOTE2NTY5MjU0MDk5NTg2MQ%3D%3D.2-ccb7-4,5.0,Daytime, Car, Plant,40188.0,35.69258636088386,51.385525816885874,Tehran,Iran,@banksy
600,"#Blu wall in Rome, Italy 🇮🇹(2018)
•
#blu #urbanart #streetart #painting #streetartofficial #contemporaryart #rome #italy",17.0,2023.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46889982_211437536456258_3265063924017397760_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=WVSZNt3t13AAX-6FPOv&ccb=7-4&oh=417f39e810ba9e111f3ce4b3cbd3ef89&oe=608BA836&_nc_sid=30a2ef&ig_cache_key=MTkzODgxOTU4MzQ0ODUzOTMyNw%3D%3D.2-ccb7-4,2.0,World, Art, Urban design,34391.0,41.901400269001776,12.5013711613575,Rome,Italy,@ernestzacharevic
601,"@seth_globepainter wall in Aubervilles, France 🇫🇷(2018)
•
#sethglobepainter #urbanart #streetart #painting #streetartofficial #contemporaryart #aubervilles #france",12.0,2383.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/45423735_296931454270854_3337798228807516160_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=09lkGS6cOJYAX-aw2j0&ccb=7-4&oh=c22fdb71c2236e3555d0278737be8ed9&oe=608A7E56&_nc_sid=30a2ef&ig_cache_key=MTkzODczNTc0OTY0NjQ1NTE4Mg%3D%3D.2-ccb7-4,2.0,Cloud, Sky, Plant,28596.0,48.912259000000006,2.384049,Aubervilliers,France,@tombobnyc
602,"@pejac_art wall in Paris, France 🇫🇷(2018)
•
#pejacart #urbanart #streetart #painting #streetartofficial #contemporaryart #paris #france",55.0,8449.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47582637_573454029744684_405454731037638656_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=FcZgEhsKdqkAX_KhBQy&ccb=7-4&oh=028d57c1cb093badf72ed381f674ebe7&oe=608C11D7&_nc_sid=30a2ef&ig_cache_key=MTkzNzk2MzY5Nzc5MjQ1NjQ2Mw%3D%3D.2-ccb7-4,2.0,People in nature, Art, Shorts,464695.0,48.861584111993764,2.3595450690984863,Paris,France,@pichiavo
603,"@gerada_art wall in Ouarzazate, Morocco 🇲🇦(2018)
•
#geradaart #urbanart #streetart #painting #streetartofficial #contemporaryart #ouarzazate #morocco",5.0,1525.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46332007_355255821696772_1058299574029910016_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=YADq0sDSlWIAX9lV4Gb&ccb=7-4&oh=cae26ae61a87cfb79610657e30a71b1d&oe=608B950C&_nc_sid=30a2ef&ig_cache_key=MTkzNzc2ODAxNjYyNDQ5MzU1Nw%3D%3D.2-ccb7-4,1.0,Wood, Bedrock, Terrain,7625.0,30.9335436,-6.937016000000001,Ouarzazate,Morocco,@mantrarea
604,"@a_r_d_i_f wall in Düsseldorf, Germany 🇩🇪(2018)
•
#ardif #urbanart #streetart #painting #streetartofficial #contemporaryart #dusseldorf #germany",13.0,2752.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47586397_302982560344474_6440890878734106624_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=kgBDpvdefDgAX8eZ5Wk&ccb=7-4&oh=862e04eb9c0b26be2edaaeaeaadc0ccb&oe=608C3022&_nc_sid=30a2ef&ig_cache_key=MTkzNzcxMjMxNzkzNjg4MzM4Nw%3D%3D.2-ccb7-4,3.0,Orange, Brick, Window,35776.0,51.2262359,6.8245364,39,Germany,@guidovanhelten
605,"@dulk1 wall in Valencia, Spain 🇪🇸(2018)
•
#dulk1 #urbanart #streetart #painting #streetartofficial #contemporaryart #valencia #spain",15.0,2802.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46439041_578151372625614_8791398133327200256_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=oKYSjGolEksAX8rUhBC&ccb=7-4&oh=368565e39b7c66b1de63d8af9673f430&oe=6089138E&_nc_sid=30a2ef&ig_cache_key=MTkzNzAwOTY0MzY1NDMzMjQ0NA%3D%3D.2-ccb7-4,1.0,Cartoon, Art, Font,42030.0,39.467645633219455,-0.3825445687551752,Valencia,Spain,no mention
606,"@artez_online wall in Almaty, Kazakhstan 🇰🇿(2018)
•
#artezonline #urbanart #streetart #painting #streetartofficial #contemporaryart #azmaty #kazakhstan",8.0,1763.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47001569_347712456040791_1921960880996614144_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=0UTc9NIvtfEAX87QB5T&ccb=7-4&oh=e445dfc5d6ec80aace22f0ca4d8d628c&oe=6089D822&_nc_sid=30a2ef&ig_cache_key=MTkzNjIxMjM4NTM3NTUwNTU2NQ%3D%3D.2-ccb7-4,7.0,Building, Bicycle, Tire,14104.0,43.2220146,76.8512485,Almaty,Kazakhstan,@seth_globepainter
607,"@angeltoren wall in Newham, United Kingdom (2018)
•
#angeltoren #urbanart #streetart #painting #streetartofficial #contemporaryart #newham #uk",9.0,1435.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46376438_533045940511307_4755063910942375936_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=J7J5y8Mu0ikAX-YSVOZ&ccb=7-4&oh=e5b37bc8844b03da11acd0dc1d5a8b83&oe=608A2C57&_nc_sid=30a2ef&ig_cache_key=MTkzNTg1NTIxMDY5NDMzNTc5MA%3D%3D.2-ccb7-4,0.0,Sky, Azure, Paint,12915.0,51.5361701,0.0617283,Wall End,United Kingdom,@pejac_art
608,"@itsaliving wall in New York City, New York, USA 🇺🇸(2018)
•
#itsaliving #urbanart #streetart #painting #streetartofficial #contemporaryart #nyc #newyork",16.0,3338.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47691161_296674557621379_2190684774115311616_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=tsO1lW0tmaYAX8V6Z96&ccb=7-4&oh=aa758e7ad0f388298e01c5c19676e771&oe=608B93E1&_nc_sid=30a2ef&ig_cache_key=MTkzNTU4OTM1NDIyMzQ1Mjg5NA%3D%3D.2-ccb7-4,3.0,Daytime, Window, Azure,53408.0,40.71437364950107,-74.01209431014783,New York,United States,@gerada_art
609,"@case_maclaim wall in Los Angeles, California,USA 🇺🇸(2018)
•
#casemaclaim #urbanart #streetart #painting #streetartofficial #contemporaryart #losangeles #california",6.0,1636.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46182411_1823934737716150_4133080667124662272_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=SJbQsBIw2hsAX9dHFMn&ccb=7-4&oh=43cbc00b30038f0f6ecb738912ab8480&oe=608C0E3A&_nc_sid=30a2ef&ig_cache_key=MTkzNDg1OTcxNzE1OTkzNTU3MQ%3D%3D.2-ccb7-4,2.0,Daytime, Sky, Cloud,9816.0,34.04532293758857,-118.24797114611641,Los Angeles,United States,@a_r_d_i_f
610,"@findac wall in Miami, Florida, USA 🇺🇸(2018)
•
#findac #urbanart #streetart #painting #streetartofficial #contemporaryart #miami #florida",19.0,3208.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46984974_194919498120347_1124175395868901376_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=tHfrEb4Y00kAX_bkro3&ccb=7-4&oh=2f313ef8a43d949bcd9b0229267c9f04&oe=608914CF&_nc_sid=30a2ef&ig_cache_key=MTkzNDIwMTI5MDY3OTAwNzU2OA%3D%3D.2-ccb7-4,3.0,Eye, Blue, Paint,60952.0,25.752554501818643,-80.19023414914743,Miami,United States,@dulk1
611,"@r_o_n_e wall in Nashville, Tennessee, USA 🇺🇸(2016)
•
#rone #urbanart #streetart #painting #streetartofficial #contemporaryart #nashville #tennessee",6.0,2191.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47308282_2289874904569600_5178362895360065536_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=OkK9QQjobSEAX-PjDGw&ccb=7-4&oh=82451a2a97265dbcb375fb0a7feca343&oe=6088CE85&_nc_sid=30a2ef&ig_cache_key=MTkzNDA2MzU3MjUxMDc5NDA1Nw%3D%3D.2-ccb7-4,2.0,Sky, Building, Temple,13146.0,36.1626638,-86.78160159999999,Nashville,United States,@artez_online
612,"@otto_schade wall in London, United Kingdom 🇬🇧(2018)
•
#ottoschade #urbanart #streetart #painting #streetartofficial #contemporaryart #london #uk",29.0,4649.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/47076380_387167468691559_4643809174050832384_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=2__MGAEno3AAX9b0R1m&ccb=7-4&oh=0c1ecc129c5f2b20ee6575b6bf46028c&oe=608BF47C&_nc_sid=30a2ef&ig_cache_key=MTkzMzcyNjk1MjA1ODExNTQ2MA%3D%3D.2-ccb7-4,1.0,Felidae, Carnivore, Organism,134821.0,51.498157209233725,-0.12218931772579485,London,United Kingdom,@angeltoren
613,"@violant_ wall in Lisbon, Portugal 🇵🇹(2018)
•
#violant #urbanart #streetart #painting #streetartofficial #contemporaryart #lisbon #portugal",28.0,3915.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/45620898_2139489452806120_885733560512675840_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=SF3pofKUnA8AX9bDW8t&ccb=7-4&oh=3c83362d130cb22ec19ef6c0af1ddb11&oe=608C1E6F&_nc_sid=30a2ef&ig_cache_key=MTkzMjk2MzE0OTQyNzIwNjYzNw%3D%3D.2-ccb7-4,0.0,Sky, Azure, Graffiti,109620.0,38.71560036013828,-9.137363499196944,Lisbon,Portugal,@itsaliving
614,"@sonnysundancer wall in Miami, Florida, USA 🇺🇸(2018)
•
#sonnysundancer #urbanart #streetart #painting #streetartofficial #contemporaryart #miami #florida",23.0,4010.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46106679_363298887812814_10551536350396416_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=umX4e4_wnsIAX-ifKxc&ccb=7-4&oh=51c11cc3a3ac31eada713a09ab0c6ae0&oe=608B7701&_nc_sid=30a2ef&ig_cache_key=MTkzMTg3NDIzOTY4MjkyNzI1Mw%3D%3D.2-ccb7-4,2.0,Cloud, Plant, Vertebrate,92230.0,25.753716307101232,-80.19764298485471,Miami,United States,@case_maclaim
615,"@jr wall in Rio de Janeiro, Brasil 🇧🇷(2018)
•
#jr #urbanart #streetart #painting #streetartofficial #contemporaryart #riodejaneiro #brasil",14.0,3355.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46231638_918448275026857_4977447336025260032_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=r6tqIVs_cecAX-7J5jH&ccb=7-4&oh=357ab028f36e75912cb272a7312f0917&oe=608946A6&_nc_sid=30a2ef&ig_cache_key=MTkzMDg0NjgzMDMwNTEzNTI2NA%3D%3D.2-ccb7-4,3.0,Plant, Building, Sculpture,46970.0,-22.9068467,-43.1728965,Rio de Janeiro,Brazil,@findac
616,"@caiozzama wall in Santiago de Chile, Chile 🇨🇱(2018)
•
#caiozzama #urbanart #streetart #painting #streetartofficial #contemporaryart #santiagodechile #florida",45.0,5693.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46530330_209338859951536_2857082635518214144_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=L2DQGBrFVr4AX-Lkbkj&ccb=7-4&oh=39399b3c2e6231e3de92f8f5587d58de&oe=608ABD12&_nc_sid=30a2ef&ig_cache_key=MTkzMDU3NDE4NTk0ODgwOTM2OQ%3D%3D.2-ccb7-4,5.0,White, Hat, Artist,256185.0,-33.4488897,-70.66926550000001,Santiago,Chile,@r_o_n_e
617,"@cranioartes wall in Miami, Florida, USA 🇺🇸(2018)
•
#cranioartes #urbanart #streetart #painting #streetartofficial #contemporaryart #miami #florida",14.0,2331.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/46679568_2238000333142376_1088956440703401984_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=W4EY4KLuqcQAX9-ye5n&ccb=7-4&oh=23d925a5b1102293067ca7229ae6eda2&oe=608A06D1&_nc_sid=30a2ef&ig_cache_key=MTkzMDQyMzExMjc3MjY2NDMwOA%3D%3D.2-ccb7-4,2.0,Art, Gas, Door,32634.0,25.75406498483641,-80.1959806202734,Miami,United States,@otto_schade
